EMFa,EMFa,EMFb,EMFb,EMFc,EMFc
X,Y,X,Y,X,Y
2.878381763527056,164.4871869202226,2.672770541082169,-14.744897959183731,2.878381763527056,-158.21979359925797
4.291958917835675,157.6463937847866,3.6494238476953953,-1.2946428571428896,4.291958917835675,-164.66401901669764
5.641282565130265,147.11256377551018,4.432148387684464,11.312905844155807,5.705536072144291,-168.97669294990726
6.787136773547097,133.43510841836732,5.191508016032067,24.924266581632622,7.11911322645291,-170.86038961038963
7.922282064128261,120.75733418367344,5.962550100200403,38.73804209183669,8.532690380761526,-172.1492346938776
8.799589563742874,108.12499999999997,6.733592184368742,51.733896683673436,9.946267535070145,-172.1492346938776
10.252707337752433,88.2432299843014,7.504634268537078,64.77519132653057,11.359844689378761,-171.85180890538038
10.986006103115326,75.85430194805193,8.32510212733159,78.38623430141283,12.773421843687377,-169.86897031539894
11.745365731462929,63.3211096938775,9.058400892694483,91.07258812615953,14.186998997995996,-167.04342532467535
12.565833590257444,49.65414050235475,10.084659704023434,103.63692111459966,15.600576152304615,-161.6897611317255
13.299132355620333,36.54452690166974,10.869181544908002,115.11450602968458,17.014153306613228,-152.46956168831173
14.058491983967937,22.970344387755063,11.809619238476959,128.24585459183672,18.299223446893794,-141.06823979591843
14.883078657314638,7.929687499999943,12.901928857715436,140.96301020408163,19.42365981963928,-130.2080676020409
15.705718254691202,-4.59937384044531,14.186998997995996,152.63972634508346,20.3810370741483,-117.23947704081633
16.435871743486974,-16.017219387755176,15.600576152304615,161.66164192949904,21.2934368737475,-105.57047193877554
17.154342776462013,-28.59172077922085,17.014153306613228,166.56916743970314,22.193974487436417,-93.04160125588697
17.913702404809623,-42.054368622448976,18.427730460921847,169.79128014842297,22.954033066132272,-81.26913265306126
18.68474448897796,-56.09534438775512,19.841307615230466,171.27840909090907,23.696518036072145,-68.54591836734699
19.505212347772467,-69.72036891679755,21.254884769539085,171.42712198515767,24.46756012024049,-54.686702806122526
20.291082164328653,-83.2230548469388,22.668461923847698,171.87326066790348,25.238602204408824,-41.281887755102105
20.940756513026056,-93.81058673469391,24.082039078156317,170.68355751391462,26.00964428857716,-27.604432397959215
22.42133305071682,-112.04253335949767,25.495616232464936,168.502435064935,26.80210420841684,-14.063297193877588
23.287632082346516,-125.10638914656778,26.90919338677355,164.28890306122446,27.66952655310622,-0.7039221938775881
24.46756012024049,-137.3008464749537,28.322770541082168,157.29939703153985,28.39416332665331,10.398596938775484
25.8811372745491,-150.33801020408168,29.672094188376757,146.34917091836732,29.082130169429778,22.515943877550995
27.29471442885772,-160.2522031539889,30.828657314629265,134.77558992346937,29.748030151211513,35.60267857142853
28.70829158316634,-166.34943181818187,31.804142375660415,122.05444109461965,30.507389779559123,48.053252551020364
30.12186873747495,-169.6706864564008,32.563502004008015,110.34806711145995,31.27843186372746,61.27630739795913
31.53544589178357,-171.4552411873841,34.35091774458007,87.70176252319106,32.09889972252196,74.8628826530612
32.949023046092194,-172.1492346938776,35.00513527054109,75.57174744897958,32.86335170340682,87.72241709183669
34.362600200400806,-172.1492346938776,35.65935279650209,64.25469619666046,33.69670021861906,100.49107142857139
35.77617735470942,-171.4552411873841,36.4187124248497,51.688456632653015,34.82522545090181,114.12308673469386
37.189754509018044,-169.57154452690173,37.189754509018044,38.647161989795876,35.51916332665331,125.34028790087459
38.60333166332666,-165.6058673469388,37.96079659318637,24.060905612244852,36.48296593186373,136.95671237244895
