EMFb,EMFb,Ib,Ib
X,Y,X,Y
32.85302293259208,106.00446428571425,34.645062586926294,16.53711734693878
33.55149409312024,98.8007015306122,35.32504109242635,13.818645640074209
34.21695621959695,89.80357142857139,35.95445062586927,11.498724489795919
34.67700784274794,81.17255830903787,36.633107851814394,8.925991419294988
35.19006254343296,73.22704081632651,37.24930458970793,6.37853954081632
35.678596247394026,65.18415178571425,37.85577190542421,3.9738520408163254
36.10299811376949,57.725491982507236,38.52169680111266,1.6018813775510239
36.61605281445449,49.47704081632651,39.15194714881781,-1.0645408163265415
37.10458651841557,41.13338192419823,39.74652294853965,-3.469228316326536
37.461084086170956,33.49945335276965,40.34109874826148,-5.759406887755105
37.87699791521891,26.332908163265273,40.93567454798332,-8.11501913265306
38.34383996823192,19.11443148688039,41.62754456947782,-10.733853200371058
38.94649061848507,11.065051020408134,42.24374130737136,-13.251562499999991
39.48123697011815,3.6492346938774745,42.825104311543825,-15.419961734693885
40.01598332175122,-3.6575255102040956,43.4461057023644,-17.685905612244895
40.38394718554552,-11.692602040816382,44.027468706536865,-19.782206632653057
40.954482279360676,-20.819515306122526,44.66961057023644,-22.15054209183674
42.06202223766506,-47.62276785714289,45.2998609179416,-24.244419642857153
42.51146629603893,-55.731823979591866,46.029207232267055,-26.371014030612244
43.04621264767201,-63.965561224489875,46.64360222531295,-28.37492028061226
43.64037526059765,-71.81760204081638,47.461143949930474,-30.78778698979592
43.91765114662962,-77.90656887755102,47.95166898470099,-32.614477040816325
44.45899930507298,-85.38903061224494,48.66515994436719,-34.04778607871721
44.94753300903406,-93.8333067602041,49.29937413073715,-35.913424744897966
45.55489923558028,-101.44451530612253,50.092141863699595,-37.553161443148696
46.27166683212549,-108.740889212828,50.92454798331016,-39.329218294460645
46.61118832522587,-115.751639941691,51.75695410292073,-40.91832179300293
47.122168172341915,-123.12850765306126,52.5893602225313,-42.22699526239069
47.83912439193887,-130.95025510204084,53.42176634214188,-43.30197704081634
48.52571230020848,-138.40242346938777,54.25417246175245,-44.28348214285715
49.212300208478126,-146.15752551020415,55.086578581363014,-44.8910805393586
50.05733148019459,-152.2854409620992,55.91898470097358,-45.40520225947523
50.889159138290495,-158.1277332361517,56.75139082058415,-45.59215561224491
51.7209867963864,-162.80156705539366,57.58379694019473,-45.54541727405248
52.55281445448229,-165.6058673469388,58.4162030598053,-45.24161807580177
53.38464211257819,-168.09857871720118,59.248609179415865,-44.65738884839652
54.216469770674095,-169.8123177842566,60.08101529902643,-43.886206268221585
55.04829742877,-170.9807762390671,60.913421418637,-42.998177842565596
55.88012508686589,-171.52605685131203,61.74582753824758,-41.71287354227407
56.71195274496179,-171.6039540816327,62.57823365785815,-40.24061588921285
57.543780403057696,-171.6039540816327,63.41063977746872,-38.60477405247815
58.3756080611536,-171.6039540816327,64.24304589707928,-36.71187135568513
59.20743571924949,-171.52605685131203,65.07545201668985,-34.79559948979593
60.03926337734539,-170.90287900874637,65.90785813630043,-32.52879008746356
60.871091035441296,-169.6565233236152,66.76668984700974,-30.342474489795933
61.7029186935372,-168.09857871720118,67.46564673157164,-28.15408163265306
62.53474635163309,-165.76166180758025,68.24652294853965,-25.780293367346943
63.36657400972899,-162.41208090379013,68.90716272600835,-23.381058673469383
64.1984016678249,-157.97193877551024,69.60611961057025,-21.03816964285714
65.0302293259208,-152.20754373177846,70.27204450625871,-18.6171237244898
65.82810483470665,-145.4304846938776,71.04283095207991,-15.804962894248604
66.5899061848506,-137.93287627551024,71.74659248956885,-13.202487244897966
67.25833912439195,-130.77606823979596,72.35900556328235,-10.871412627551024
67.96539263377348,-122.0379464285715,72.8643949930459,-8.663026147959187
68.51202223766506,-113.09534438775518,,
69.20257123002087,-104.9585459183674,,
69.88075683871378,-96.95008116883122,,
70.48332175121614,-87.26721938775518,,
70.9850590687978,-78.05803571428578,,
71.5528144544823,-69.57589285714289,,
71.98193189715082,-61.911670918367406,,
72.41104933981933,-54.368622448979636,,
72.87317581653929,-46.18941326530614,,
