EMFb,EMFb,Ib,Ib
X,Y,X,Y
2.5243224461431595,-16.88058035714289,2.5476988241244207,-2.093634044526894
3.2373175816539295,-7.910714285714334,3.239568845618919,0.5249521683673493
3.831480194579573,0.8137755102040387,3.9422493361992714,3.2600301484229988
4.366226546212651,7.793367346938737,4.655740295865474,6.145060296846012
4.785962473940238,16.41262755102042,5.4016626627892315,9.089575602968452
6.097637248088958,46.36160714285711,6.093532684283733,11.73046875
6.616400277970822,54.85889668367341,6.818915159944371,14.574107142857144
7.039958304378043,62.866709183673436,7.509704134530285,17.060586734693878
7.752953439888817,71.25039859693874,8.245897079276777,19.792442602040815
8.241487143849902,79.89158163265304,8.969117461120248,22.2209241651206
8.809242529534401,88.0102040816326,9.647774687065372,24.603635204081627
9.324183460736627,96.1288265306122,10.4009040333797,27.22098214285714
10.01077136900626,103.87181122448976,11.147426981919338,29.349848533163268
10.604933981931904,111.88743622448976,11.920375521557723,31.87663994169096
11.15453439888812,120.25749362244895,12.752781641168294,34.12008017492712
11.780055594162619,127.69451530612244,13.585187760778865,36.293412900874635
12.518137595552474,136.2614795918367,14.417593880389433,38.23305393586006
13.278665740097296,143.70455994897958,15.250000000000007,39.84552660349855
14.051077136900634,151.9032434402332,16.082406119610575,41.43463010204082
14.88290479499653,157.667638483965,16.91481223922115,42.60308855685132
15.714732453092434,162.18567784256555,17.747218358831717,43.67807033527697
16.54656011118833,165.14577259475215,18.579624478442284,44.49599125364432
17.378387769284235,167.63848396501453,19.41203059805286,45.10358965014578
18.21021542738013,169.58591472303203,20.244436717663426,45.40738884839651
19.042043085476035,170.20909256559764,21.076842837274,45.66444970845482
19.87387074357193,170.98806486880463,21.909248956884568,45.24380466472304
20.705698401667828,171.45544825072884,22.741655076495135,44.94000546647231
21.53752605976373,170.59857871720115,23.57406119610571,44.35577623906706
22.369353717859628,171.92283163265301,24.406467315716277,43.49111698250729
23.20118137595553,171.22175655976673,25.238873435326852,42.43950437317785
24.033009034051428,170.28698979591834,26.07127955493742,41.060723396501466
24.864836692147332,169.58591472303203,26.903685674547987,39.47161989795919
25.69666435024323,167.95007288629733,27.73609179415856,37.789039723032076
26.528492008339132,165.45736151603495,28.55363351877609,35.79097576530613
27.36031966643503,162.02988338192418,29.400904033379703,33.746173469387756
28.192147324530932,157.9792274052478,30.23331015299027,31.4793640670554
29.02397498262683,151.98114067055388,30.934909596662038,28.920440051020414
29.855802640722732,144.58090379008743,31.764342837274,26.712053571428577
30.402432244614328,138.11543367346937,32.23504867872045,24.667251275510203
31.056011118832533,130.91772959183672,32.86133518776079,22.753316326530616
31.757123002084793,122.19323979591834,33.59691039141666,20.58933126822157
32.338082001389864,113.82015306122446,34.02160739121797,18.532844387755105
