Rotor,Rotor,Yoke,Yoke,Tooth,Tooth
X,Y,X,Y,X,Y
52.59053651266767,1.1808946793002804,52.71795827123697,37.07593841107871,52.71795827123697,61.28639759475219
53.48248882265277,1.4846938775509955,53.60991058122207,37.33299927113701,53.60991058122207,61.052705903790084
54.374441132637855,1.4846938775509955,54.50186289120715,38.19765852769679,54.50186289120715,61.987472667638485
55.266393442622956,1.6249088921282748,55.393815201192254,39.109056122448976,55.393815201192254,63.29614613702623
56.15834575260806,1.6249088921282748,56.285767511177355,39.31937864431487,56.285767511177355,63.85700619533527
57.05029806259316,1.648278061224488,57.177719821162455,38.33787354227405,57.177719821162455,63.17930029154519
57.94225037257824,1.6249088921282748,58.06967213114754,36.98246173469387,58.06967213114754,61.75378097667638
58.834202682563344,1.4846938775509955,58.96162444113264,35.83737244897958,58.96162444113264,60.445107507288625
59.726154992548445,1.25100218658892,59.85357675111774,35.18303571428571,59.85357675111774,60.001093294460645
60.618107302533545,0.9238338192419633,60.74552906110284,35.650419096209916,60.74552906110284,60.725537536443156
61.51005961251863,0.8303571428571388,61.63748137108793,36.88898505830903,61.63748137108793,62.221164358600575
62.40201192250373,0.8303571428571388,62.52943368107303,37.70690597667638,62.52943368107303,62.945608600583085
63.29396423248883,0.9472029883381765,63.42138599105813,37.80038265306122,63.42138599105813,62.57170189504373
64.18591654247393,1.134156341107854,64.31333830104323,37.2862609329446,64.31333830104323,61.70704263848397
65.07786885245902,1.4145863702623842,65.20529061102832,37.00583090379007,65.20529061102832,60.93586005830903
65.96982116244412,1.4846938775509955,66.09724292101342,37.70690597667638,66.09724292101342,61.42661260932945
66.86177347242922,1.5548013848396351,66.98919523099852,38.758518586005835,66.98919523099852,62.71191690962098
67.75372578241432,1.6249088921282748,67.88114754098362,39.412855320699705,67.88114754098362,63.78689868804665
68.64567809239941,1.648278061224488,68.7730998509687,38.9221027696793,68.7730998509687,63.69342201166181
69.53763040238451,1.648278061224488,69.6650521609538,37.590060131195315,69.6650521609538,62.45485604956268
70.42958271236961,1.5314322157434503,70.5570044709389,36.3514941690962,70.5570044709389,60.88912172011662
71.32153502235471,1.437955539358569,71.44895678092401,35.3933582361516,71.44895678092401,60.04783163265306
72.2134873323398,1.0406796647230294,72.3409090909091,35.369989067055386,72.3409090909091,60.32826166180757
72.78688524590164,0.993941326530603,72.8505961251863,35.83737244897958,72.9780178837556,60.81122448979592
