EMFb,EMFb,Ib,Ib
X,Y,X,Y
2.5617524339360287,-20.69942748091603,2.5617524339360287,12.74103053435114
3.217947907447215,-8.046495489243568,3.2692976356050103,14.451574427480914
3.834144645340757,4.183683206106878,3.974680743456826,15.886710617626647
4.415507649513216,15.868320610687022,4.636821974965233,17.55176526717557
4.904381084840061,28.332538167938935,5.423283600960936,19.110513532269252
5.393254520166902,41.79389312977099,6.1595966620306015,20.729007633587784
5.96140472878999,55.0286259541985,6.940803198887348,22.32442748091603
6.46349095966621,67.53816793893128,7.758344923504872,23.909487459105776
7.031641168289294,79.50381679389312,8.590751043115443,25.27699018538713
7.533727399165514,91.74141221374049,9.423157162726014,26.504634678298796
8.101877607788598,103.88835877862596,10.255563282336585,27.59242093784078
8.626425591098755,117.34064885496184,11.087969401947156,28.571428571428566
9.268567454798333,129.2519083969466,11.920375521557723,29.363958560523443
10.029624478442287,142.38692748091603,12.752781641168294,30.016630316248634
10.73122392211405,154.92366412213744,13.585187760778865,30.5139040348964
11.431502086230882,167.97709923664124,14.417593880389433,30.79362050163577
12.098748261474274,180.75858778625954,15.250000000000007,31.10441657579062
12.871696801112662,192.14149400218102,16.082406119610575,31.011177753544164
13.70410292072323,203.09705561613958,16.91481223922115,30.778080697928026
14.536509040333804,211.8381952017448,17.747218358831717,30.57606324972737
15.368915159944372,219.1807524536532,18.579624478442284,30.032170119956376
16.201321279554946,223.854280261723,19.41203059805286,29.41057797164667
17.12586926286511,227.5429389312977,20.244436717663426,28.649127589967282
18.706189151599446,232.3391494002181,21.076842837274,27.685659760087237
19.649860917941595,233.5162213740458,21.909248956884568,26.613413304252994
20.482267037552162,233.9824154852781,22.741655076495135,25.3391494002181
21.31467315716273,233.5162213740458,23.288664812239233,24.347709923664123
22.147079276773304,233.9824154852781,24.049721835883176,23.194656488549615
22.979485396383872,234.09896401308617,24.82267037552156,21.762404580152666
23.811891515994446,233.28312431842969,25.31022253129347,20.64923664122137
24.644297635605014,231.30179934569247,26.056415159944372,19.19704198473282
25.47670375521558,229.90321701199565,26.527121001390825,17.81011450381679
26.309109874826156,226.6398582333697,27.153407510431165,16.55916030534351
27.141515994436723,223.25995092693566,27.888982714087028,15.098418756815697
27.973922114047298,217.89871864776447,28.27970395390424,13.746455834242091
28.806328233657865,209.9734187568157,28.937134909596672,12.349427480916027
29.638734353268433,200.18334242093783,29.638734353268433,10.531011450381676
30.471140472879007,189.1112322791712,30.352225312934635,8.716221374045794
31.125173852573027,177.7331822519084,30.960013908205845,7.155852417302796
31.779207232267048,166.69895038167942,31.54137691237831,5.5725190839694605
32.37378303198888,154.4613549618321,32.13595271210015,3.995229007633583
33.191324756606406,142.24415553435114,32.73052851182198,2.439694656488548
33.800764951321284,130.63883587786256,33.32510431154382,0.919211195928753
34.39534075104312,118.07490458015269,33.906467315716284,-0.7245547073791414
34.98991655076496,104.6951335877863,34.50104311543812,-2.271628498727736
35.571279554937426,92.28530534351148,34.98991655076496,-3.67366412213741
36.060152990264264,80.64825858778624,35.5844923504868,-5.283587786259538
