Va,Va,Vb,Vb,Vc,Vc
X,Y,X,Y,X,Y
4.806948424068771,98.49475190839695,4.725286532951294,150.844465648855,4.806948424068771,-216.12799890948747
5.337750716332383,87.75286259541986,5.382664756446996,162.94608778625954,5.6643982808022955,-210.41712104689202
6.049375767498979,78.85632497273718,5.922994269340979,178.1297709923664,6.521848137535823,-204.93934023991278
6.5953438395415525,70.51145038167937,6.5082378223495745,191.0925572519084,7.379297994269347,-198.76226826608502
7.379297994269347,60.67475463467832,7.011819484240693,203.53411259541986,8.236747851002871,-192.4686477644492
8.206124641833817,49.544370229007654,7.593660458452728,215.05784828244276,9.094197707736395,-186.05847873500545
8.95128939828081,39.07442748091603,8.359240687679087,226.75640676117777,9.95164756446992,-179.06556706652123
9.380014326647572,29.82824427480915,9.216690544412614,232.23418756815704,10.809097421203443,-172.5388495092693
10.051868976295914,19.09871616932685,10.074140401146138,229.3204743729553,11.666547277936967,-165.19629225736094
10.672994269340979,6.894083969465669,10.931590257879662,226.40676117775354,12.523997134670491,-157.2709923664122
11.176575931232097,-5.932729007633554,11.789040114613186,228.1549890948746,13.381446991404015,-148.2967557251908
11.666547277936967,-18.68022423664121,12.64648997134671,231.41834787350055,14.177650429799431,-137.82681297709917
12.09527220630373,-31.45038167938924,13.503939828080238,234.56515812431843,14.973853868194848,-127.08492366412213
12.370881088825222,-42.441555343511425,14.361389684813762,235.73064340239915,15.843553008596,-116.31583969465646
12.821479738027023,-55.52412758996729,15.218839541547286,231.76799345692476,16.55512503256057,-104.68641568355304
13.197707736389692,-66.98473282442751,16.07628939828081,224.89163031624864,17.30121776504299,-92.00381679389312
13.573935734752357,-78.01799345692478,16.933739255014334,216.73323336968375,18.13416905444127,-78.4608778625954
14.055157593123216,-91.28995706106866,17.791189111747858,210.7892584514722,19.056948424068775,-65.98759541984731
14.536379451494074,-105.173800436205,18.648638968481382,204.84528353326064,19.88377507163324,-55.15505725190843
15.137893982808034,-117.18392175572535,19.506088825214906,199.13440567066522,20.731017191977084,-43.35010409437888
15.844914040114613,-132.99141221374043,20.36353868194843,193.54007633587787,21.60207736389685,-30.997137404580087
16.443767908309464,-145.339336832061,21.220988538681954,186.0809705561614,22.187320916905453,-19.75667938931298
16.947349570200576,-156.86307251908397,22.07843839541548,179.08805888767722,22.69090257879657,-7.768368320610705
17.53259312320918,-168.692748091603,22.935888252149002,171.62895310796077,23.194484240687682,6.078244274809151
17.9836778550962,-180.69724645583415,23.793338108882526,165.2187840785169,23.73209169054442,19.86820133587787
18.512535816618918,-193.3492366412213,24.65078796561605,156.7107415485278,24.296919770773645,34.45133587786262
19.016117478510036,-204.07979484732823,25.508237822349574,148.20269901853874,24.589541547277943,46.68893129770993
19.54283667621777,-217.07204198473278,26.190697912402786,138.41262268266087,25.000767498976675,58.57688113413303
20.241045845272215,-226.15117230098144,26.84777936962752,128.88776240458014,25.32449856733525,71.1641221374046
21.09849570200574,-230.81311341330422,27.95809455587393,113.12159214830973,25.700726565697916,83.35509814612868
21.955945558739263,-228.4821428571429,28.656303724928375,100.94227099236645,26.181948424068775,95.53733301526717
22.813395415472787,-225.91807524536523,29.305515759312332,88.78625954198475,26.71955587392551,107.78625954198475
23.67084527220631,-226.15117230098144,30.013252148997143,78.3253816793893,27.259885386819494,119.95133587786262
24.528295128939835,-229.6476281352235,30.897922636103157,67.78421483097054,27.95809455587393,132.82800572519085
25.38574498567336,-233.72682660850592,31.694126074498573,57.29484732824426,28.670780151081015,147.18554823039557
26.243194842406883,-235.0088604143948,32.45970630372494,46.07705152671758,29.291905444126083,161.08778625954199
27.100644699140407,-230.92966194111239,33.172789602947205,35.15062704471103,29.809097421203443,174.77576335877862
27.95809455587393,-224.2863958560523,33.81547929148216,23.697085357390733,30.394340974212046,187.55725190839698
28.815544412607455,-216.94383860414393,34.43660458452723,12.242366412213755,30.911532951289406,201.87977099236642
29.672994269340986,-210.18402399127592,34.95379656160459,-0.1765267175572376,31.49677650429801,213.66412213740458
30.53044412607451,-204.58969465648852,35.48265452312731,-13.100463467829854,32.24534383954156,225.94056706652128
31.387893982808034,-199.8112050163577,35.858882521489974,-24.561068702290072,33.102793696275086,230.95215376226827
32.24534383954156,-192.9348418756815,36.08345272206304,-34.21517175572512,33.96024355300861,230.25286259541986
33.102793696275086,-185.82538167938935,36.46259721653706,-44.8016630316248,34.817693409742134,226.52330970556162
33.96024355300861,-179.1821155943294,36.961318051575944,-58.14646946564886,35.67514326647566,227.10605234460198
34.817693409742134,-172.77194656488552,37.4425399099468,-72.30711559432933,36.53259312320918,230.95215376226827
35.67514326647566,-164.8466466739368,37.81876790830947,-85.3411259541985,37.390042979942706,234.6817066521265
36.53259312320918,-156.92134678298794,38.24749283667623,-98.08862118320604,38.24749283667623,235.8471919302072
37.390042979942706,-147.71401308615054,38.73746418338109,-110.76812977099235,39.104942693409754,232.81693020719737
38.27811604584528,-137.3848998091603,39.22743553008597,-122.18988549618314,39.96239255014328,225.94056706652128
38.85995702005732,-130.6202290076336,39.752404830126906,-132.44615594329332,40.8198424068768,217.89871864776447
40.13082020057307,-110.15625,40.316260744985684,-142.40458015267177,41.677292263610326,211.72164667393676
40.917836676217775,-99.59112595419845,40.83345272206304,-153.37309160305335,42.53474212034385,206.01076881134134
41.54118911174787,-87.65267175572512,41.41869627507165,-166.06393129770993,43.392191977077374,200.416439476554
42.23725951698732,-76.50286259541986,41.92227793696276,-179.09470419847332,44.2496418338109,194.23936750272628
