EMFa,EMFa,EMFb,EMFb,EMFc,EMFc
X,Y,X,Y,X,Y
2.602631578947374,109.8962509110787,2.5792549555707502,-10.922353316326564,2.6169172932330866,-104.57429846938777
3.5026315789473728,107.5009110787172,3.202631578947372,-4.151785714285751,3.5026315789473728,-107.37859876093302
4.402631578947375,104.2292274052478,3.888345864661659,2.0825892857142776,4.402631578947375,-109.65709274781346
5.3026315789473735,99.73066235422739,4.516917293233089,8.344228316326507,5.3026315789473735,-111.6434721209913
6.202631578947372,94.00521592565596,5.045488721804517,15.60895647321425,6.202631578947372,-112.98719934402334
6.695488721804519,88.86399872448978,5.55977443609023,21.947843590561206,7.102631578947374,-113.74669733965021
7.39834586466166,84.24274553571426,6.074060150375946,27.87777024872446,8.002631578947373,-113.98038903061229
8.131203007518803,78.51729910714283,6.602631578947374,34.19961734693874,8.902631578947375,-113.98038903061229
8.788345864661661,71.86941964285714,7.216917293233088,40.19770408163262,9.802631578947373,-113.98038903061229
9.528947368421065,66.66055484693862,7.7597744360902325,46.968271683673436,10.702631578947376,-113.98038903061229
10.09834586466166,59.909598214285694,8.374060150375946,53.69339923469386,11.602631578947374,-113.92196610787175
10.792631578947372,53.57071109693874,8.916917293233087,59.69148596938774,12.502631578947376,-113.39615980320701
11.345488721804518,46.996671715561206,9.615618591934386,66.03656945732837,13.402631578947375,-112.46139303935865
11.85977443609023,41.117865114795904,10.43477443609023,72.67598054846938,14.302631578947373,-110.88397412536449
12.374060150375943,35.39241868622446,11.216917293233088,79.76462850765304,15.202631578947372,-108.72232598396505
12.888345864661662,29.56473214285711,11.972274436090235,86.25687579719386,16.102631578947378,-106.05678013392861
13.402631578947375,23.99264588647958,12.731203007518804,91.81760204081631,16.986560150375947,-101.86493542729596
13.916917293233087,17.653758769132622,13.531203007518801,98.3285122084548,17.786917293233092,-97.74465880102042
14.376100966702477,11.453626093294446,14.4312030075188,102.8270772594752,18.54548872180452,-92.88484534438777
14.931203007518807,5.07254464285711,15.331203007518805,106.50772139212826,19.293540669856466,-87.17488984230062
15.49650912996778,-0.3478043002915854,16.231203007518804,109.37044460641398,19.94548872180452,-81.17267219387759
