MagnetLoss,MagnetLoss
X,Y
2.470315398886827,29.340242346938776
3.2105751391465684,29.386980685131196
3.9508348794063064,29.262345116618075
4.712244897959183,29.672863520408164
5.061224489795917,30.47624362244898
5.444573283858999,31.221460459183675
5.642857142857144,32.05106596209913
5.960111317254173,32.94515306122449
6.287940630797772,34.04056122448979
6.673933209647496,35.0316087372449
7.229128014842301,35.743394679300295
7.9693877551020424,35.533072157434404
8.392393320964748,34.745336415816325
8.76252319109462,33.94786352040816
9.13265306122449,33.054966517857146
9.510336602173338,32.26528334548105
9.96691403834261,31.46077806122449
10.425170068027212,30.612563775510203
11.036178107606679,30.017948250728864
11.77643784786642,29.573934037900877
12.516697588126162,29.324662900874635
13.2569573283859,29.122130102040817
13.997217068645641,29.355821793002917
14.737476808905383,29.550564868804663
15.47773654916512,29.324662900874635
16.21799628942486,29.410349854227405
16.910187215382024,29.971445964749538
17.275510204081634,30.89818695335277
17.571614100185528,31.781281887755103
17.874768089053802,32.73915816326531
18.227272727272727,33.64795918367347
18.55774582560297,34.62264827806123
18.791280148423006,35.42920918367347
19.390538033395174,35.868030247813415
20.00993904055128,35.32274963556851
20.436301793444656,34.629464285714285
20.81818181818182,33.820631377551024
21.08256029684601,33.07671282798834
21.50556586270872,32.28475765306123
21.83603896103896,31.541812818877553
22.33982683982684,30.84885204081633
22.80983302411874,30.230867346938776
23.514842300556587,29.667410714285715
24.255102040816325,29.371401239067055
24.99536178107607,29.231186224489797
25.73562152133581,29.254555393586006
26.475881261595546,29.433719023323615
27.21614100185529,29.418139577259478
27.95640074211503,29.215606778425656
28.638977905211668,29.693848562152134
29.119666048237477,30.648915816326532
29.4721706864564,31.49107142857143
29.78942486085343,32.418048469387756
30.05632122979062,33.30001822157435
30.388682745825605,34.21368781887755
30.76636628677445,35.042319606414
31.234693877551024,35.80181760204082
31.914524251258946,35.610969387755105
32.29220779220779,34.83394451530612
32.66233766233766,34.07509566326531
32.98714550755367,33.375318877551024
33.349721706864564,32.65736607142857
33.76097711811998,31.806122448979593
34.19573283858998,30.989716198979593
34.75974025974026,30.339923469387756
35.46474953617811,29.776466836734695
36.20500927643785,29.363611516034986
36.94526901669759,29.153288994169095
37.68552875695733,29.301293731778426
38.42578849721707,29.449298469387756
39.16604823747681,29.402560131195337
39.90630797773655,29.246765670553938
40.614842300556596,29.574713010204082
41.069573283859,30.477541909620992
41.37172011661808,31.24093476676385
41.704081632653065,32.11511479591837
42.008116883116884,33.04815051020408
42.3193624557261,34.06766001855288
42.73515769944341,35.229272959183675
43.396103896103895,35.85245080174927
44.0834879406308,35.456473214285715
44.347866419294995,34.7307306851312
44.71799628942486,34.047831632653065
45.04280413464087,33.21173469387755
45.45070235886563,32.41718294460642
45.82838589981447,31.63042091836735
46.25139146567718,30.873844068877553
46.81539888682747,30.24904336734694
47.52040816326531,29.690779883381925
48.26066790352505,29.410349854227405
49.00092764378479,29.17665816326531
49.74118738404454,29.223396501457724
50.48144712430427,29.542775145772595
51.22170686456401,29.418139577259478
51.96196660482376,29.316873177842567
52.7154452690167,29.756018813775512
53.21923314780459,30.709502551020407
53.56938775510204,31.743112244897958
53.89192949907236,32.6937181122449
54.18274582560298,33.53111333819242
54.439570633448184,34.39577259475219
54.817254174397036,35.33832908163265
55.49141929499072,35.795001594387756
56.11648555526108,35.221483236151606
56.438775510204096,34.52040816326531
56.77365491651206,33.86607142857143
57.09846276172807,33.07930940233236
57.55504019789734,32.24234693877551
58.00154607297465,31.33354591836735
58.51855287569573,30.573939732142858
59.25881261595548,29.877733236151602
59.99907235621522,29.410349854227405
60.73933209647495,29.254555393586006
61.4795918367347,29.215606778425656
62.219851576994444,29.386980685131196
62.960111317254174,29.488247084548107
63.70037105751392,29.223396501457724
64.45384972170687,29.490194515306122
64.91651205936921,30.226323341836736
65.36217863768884,31.06956086005831
65.63033395176252,31.96440529336735
65.90604293665518,32.853407434402335
66.18552875695734,33.69339923469388
66.50278293135436,34.44770408163265
66.84647495361781,35.23608896683673
67.40166975881262,35.9225583090379
68.03617810760669,35.3996731505102
68.35343228200371,34.676202623906704
68.77643784786642,33.89723032069971
69.04081632653062,33.139030612244895
69.46382189239333,32.34610172193878
69.92795299938157,31.48501275510204
70.3929234031275,30.726813046647234
71.10296846011133,30.041317419825074
71.84322820037106,29.542775145772595
72.5834879406308,29.285714285714285
