EMFb,EMFb,Ib,Ib
X,Y,X,Y
56.46127331711274,-114.9369266055046,72.01947592067991,-19.54848966613676
57.18937550689377,-114.9369266055046,72.6771423512748,-14.98350556438794
57.91747769667478,-114.9369266055046,,
58.645579886455806,-114.39220183486236,,
59.37368207623683,-113.84747706422019,,
60.10178426601786,-113.50702408256882,,
60.82988645579887,-112.68993692660553,,
61.5579886455799,-111.87284977064223,,
62.28609083536092,-110.71530963302752,,
63.014193025141935,-108.87686353211006,,
63.78563463098136,-106.94114515072084,,
64.51758921330091,-104.54176223241592,,
65.21063463098136,-101.20986238532112,,
65.89902215586523,-97.3695527522936,,
66.56093323748435,-92.57845079232692,,
67.23387617046377,-87.86162948290246,,
67.84798256285484,-82.20804663608567,,
68.4021492295215,-76.4112672018349,,
69.08171127331713,-71.32489965596329,,
69.78223383469735,-65.7259956213511,,
70.3862276966748,-59.477135894495405,,
70.78928426601786,-54.00557011795547,,
71.28624290348743,-49.11601681957188,,
71.85254460665047,-43.16943807339453,,
72.37839618815897,-37.132071865443436,,
72.90424776966749,-32.155784116972484,,
