Va,Va,Vb,Vb,Vc,Vc
X,Y,X,Y,X,Y
38.56110010925977,-134.13356413994177,38.95918433860595,-119.47472170686467,40.20757648183556,222.71364795918365
39.78401486181123,-114.41848330241191,39.58090344168261,-132.99107142857156,41.06584608030593,215.11866800291543
40.550884321223705,-103.96396683673476,40.13094526768643,-144.22612404336746,41.92411567877629,208.80899234693874
41.21074873978793,-92.63204429499075,40.68439292543022,-153.52997448979602,42.78238527724666,203.20039176384836
41.968701112463066,-79.76837894248621,41.18845602294455,-165.69654815051024,43.64065487571702,197.24125364431484
42.71426864244742,-69.64764030612253,41.69251912045888,-177.6132015306123,44.498924474187376,191.16526967930028
43.530305927342255,-58.24218750000006,42.278322179732314,-190.5181760204082,45.35719407265775,184.15451895043728
44.387460889970455,-46.902829313543634,42.78238527724666,-203.3209103954082,46.215463671128106,175.85846392128278
45.206289527871746,-35.18310930141291,43.27282504780115,-213.95388233418373,47.07373326959848,169.0814048833819
45.94795106900749,-22.142132421150336,43.79051147227533,-225.05261479591843,47.932002868068835,161.36957908163262
46.56967017208413,-9.303252551020478,44.48359823135755,-232.86830357142867,48.79027246653921,153.19036989795916
47.07373326959848,4.211916909620925,45.35719407265775,-233.56937864431495,49.648542065009565,143.49216472303203
47.487541826003834,16.49533641581627,46.215463671128106,-228.895544825073,50.42878715452808,129.7680890538033
47.932002868068835,28.139349489795848,47.07373326959848,-227.61024052478137,51.20160133843213,120.65529336734693
48.42244263862334,41.135204081632594,47.932002868068835,-229.71346574344034,51.76356357552582,111.47640306122446
48.80559870936902,55.03985969387753,48.79027246653921,-233.68622448979602,52.44627802885452,101.14085691094618
49.173428537284906,67.41091358418362,49.648542065009565,-236.60737062682222,53.18193768468626,88.87204313543594
49.541258365200775,79.27076690051018,50.50681166347992,-236.023141399417,53.81728011472276,77.9416454081632
49.893761950286816,91.49576348396494,51.365081261950294,-230.88192419825077,54.503895793499055,67.63584183673464
50.39782504780115,105.29655612244898,52.22335086042065,-222.9364067055394,55.24772944550669,59.49298469387753
50.83377151051626,112.56696428571422,53.081620458891024,-215.8088101311954,55.84715583173997,49.49617346938771
51.76969407265774,133.15130739795916,53.93989005736138,-209.73282616618076,56.58281548757171,41.498724489795904
52.431787762906325,144.68399234693874,54.79815965583174,-204.0073797376093,57.0817698374761,31.83135363520404
52.972633843212236,157.9161352040816,55.65642925430211,-198.16508746355692,57.74079827915871,22.050382653061206
53.55843690248567,170.8211096938775,56.51469885277247,-191.50487427113717,58.45416521814707,8.120941558441473
54.076123326959845,183.90784438775506,57.37296845124284,-184.4941235422741,59.07588432122371,-6.031568877551081
54.661926386233276,197.17633928571425,58.2312380497132,-177.48337281341117,59.53907743785851,-19.84534438775512
55.2027724665392,210.03587372448976,59.089507648183556,-169.65470116618076,59.825167304015295,-30.724990889212904
55.86486615678777,221.56855867346937,59.94777724665393,-161.94287536443164,60.33789979141318,-43.7798585343229
56.75991873804972,231.8276239067055,60.806046845124285,-153.2962827988339,60.73598402075936,-56.898460276968024
57.61818833652008,231.94446975218656,61.713360420650105,-144.86001275510205,61.081919216061195,-67.64827806122457
58.47645793499045,228.67278607871717,62.47354206500957,-135.37213010204084,61.4735898661568,-80.55325255102053
59.33472753346081,227.62117346938774,63.93817356162002,-113.08006725417442,61.83947350450697,-92.06905976676393
60.192997131931165,229.49070699708452,64.70127040741285,-102.6930435635793,62.23138742829829,-103.02335778061229
61.05126673040154,233.81400327988337,65.49351926753936,-87.71879905808487,62.853632887189306,-116.15098852040819
61.909536328871894,235.5666909620991,66.29284177820269,-75.41852678571433,63.39447896749522,-129.99202806122457
62.767805927342266,234.04769497084547,67.13271988527725,-64.21301020408168,64.01619807057187,-141.93036873840458
63.626075525812624,228.55594023323613,68.01774074395968,-52.47956284786653,64.70727229271685,-153.97611317254177
64.48434512428298,220.84411443148687,68.82027855032158,-40.582531307977774,65.32899139579351,-166.98022959183686
65.34261472275335,212.78175109329445,69.61166999826179,-29.50342068645648,65.83305449330784,-179.09000318877554
66.20088432122371,206.93945881924196,70.24701242829829,-16.119260204081684,66.27094714558864,-189.7521865889214
67.05915391969408,201.44770408163262,70.84643881453155,-2.487244897959215,66.80031070745699,-202.15082908163276
67.91742351816444,195.37172011661806,71.39954588910135,13.24410076530603,67.31799713193116,-215.6010841836736
68.7756931166348,188.82835276967927,71.92268164435947,25.50382653061223,67.93104684512429,-226.05229591836735
69.63396271510517,181.5839103498542,72.27883433488118,39.73305393586003,68.7756931166348,-232.98514941690962
70.49223231357553,174.45631377551018,72.80956022944551,54.05835459183669,69.63396271510517,-232.51776603498547
71.3505019120459,167.09502551020404,73.18965105162525,61.58322704081627,70.49223231357553,-228.77869897959192
72.20877151051626,159.38319970845475,85.20542543021033,-70.91996173469391,71.3505019120459,-227.72708637026244
72.88312619502868,152.78140943877548,86.0636950286807,-70.91996173469391,72.20877151051626,-230.76507835276982
,,86.92196462715106,-70.91996173469391,72.88312619502868,-232.66382334183686
,,87.59631931166349,-70.91996173469391,,
