EMFb,EMFb,Ib,Ib
X,Y,X,Y
56.494444444444454,-232.3282442748091,61.38694444444445,-157.67891221374043
57.44444444444444,-232.3282442748091,62.31776175213676,-144.1548003523194
58.394444444444446,-232.3282442748091,63.13904671717172,-129.60660999306037
59.34444444444445,-232.02230438931292,63.85694444444445,-117.29484732824426
60.29444444444445,-231.1044847328244,64.53166035353536,-104.09307772380293
61.244444444444454,-229.06488549618314,65.27654671717173,-90.00130117973623
62.19444444444444,-225.90350667938935,65.99444444444445,-76.29890267175574
63.144444444444446,-221.31440839694653,66.70694444444445,-61.81774809160305
64.09444444444445,-214.5837309160305,67.41944444444445,-47.26860687022895
65.04444444444445,-205.71147423664115,68.13194444444444,-32.583492366412145
65.99444444444445,-193.67783874045801,68.84444444444445,-17.762404580152634
66.96819444444445,-181.50143129770993,69.55694444444445,-3.1452767175572376
67.77569444444445,-168.21684160305335,70.26944444444445,11.471851145038158
68.44069444444445,-153.8444656488549,70.98194444444445,26.02099236641226
69.28645833333333,-141.77003816793888,71.621875,40.162213740458014
69.92938762626262,-129.01327203331016,72.28819444444444,54.13346851145042
70.62569444444445,-113.21564885496184,72.82256944444445,64.36545801526722
71.32200126262627,-98.82720333102014,,
71.94813762626264,-83.69708535739073,,
72.58506944444444,-68.99713740458009,,
73.06006944444445,-61.00190839694653,,
