EMFb,EMFb,Ib,Ib
X,Y,X,Y
2.5117739898989946,-21.69326856349761,2.4988194444444503,97.67891221374049
3.2716079059829113,-7.282002348796198,3.284548611111113,109.84852099236645
4.006944444444446,6.984732824427454,4.0879103535353565,123.08119361554475
4.703251262626267,22.95541290770302,4.743194444444448,137.41030534351142
5.306597222222226,38.71183206106872,5.6532512626262665,151.11641221374046
5.811944444444446,52.80772900763361,6.515538194444449,165.29162690839695
6.5006944444444485,67.56083015267177,7.331944444444449,177.46803435114506
7.197001262626269,83.1050485773768,8.281944444444449,190.8885973282443
7.823137626262628,97.93849757113117,9.231944444444448,201.80045324427482
8.503251262626268,113.21695003469813,10.181944444444447,211.7944895038168
9.10131944444445,126.39646946564886,11.13194444444445,220.1568463740458
9.809501262626267,139.02715128383068,12.08194444444445,226.9895038167939
10.634107905982912,152.87360540223133,13.031944444444449,232.59840171755727
11.369444444444447,167.7595419847328,13.981944444444448,236.26968034351145
12.19409722222223,181.57442748091603,14.93194444444445,238.5132395038168
13.06163194444445,194.35591603053436,15.881944444444446,239.22709923664124
13.981944444444448,206.69549141221376,16.83194444444445,237.59541984732826
14.93194444444445,215.6697280534351,17.781944444444452,234.73998091603053
15.881944444444446,222.60436545801528,18.731944444444448,230.45682251908397
16.83194444444445,225.86772423664124,19.68194444444445,225.05188454198475
17.60381944444445,226.9895038167939,20.631944444444446,216.89348759541986
19.563194444444452,235.86176049618322,21.58194444444445,208.1232108778626
20.513194444444448,233.82216125954199,22.531944444444452,197.61927480916032
21.46319444444445,232.70038167938932,23.204861111111118,188.2371183206107
22.413194444444446,234.0261211832061,24.075694444444448,177.7331822519084
23.36319444444445,233.2102814885496,24.930694444444445,163.43559160305347
24.313194444444452,232.08850190839695,25.708506944444448,152.23819179389315
25.263194444444448,230.25286259541986,26.338541666666668,140.87309160305347
26.21319444444445,227.09148377862596,27.08402777777778,127.18511450381675
27.163194444444446,222.70634541984734,27.870296717171723,114.1069569743234
28.11319444444445,216.17962786259542,28.58819444444445,100.05844465648858
29.063194444444452,206.89945133587787,29.32768308080809,86.66507633587787
30.013194444444448,195.0697757633588,30.040183080808088,72.49913254684247
30.903819444444448,182.9341603053435,30.725694444444446,58.382633587786245
31.48437500000001,170.6059160305344,31.438194444444452,43.901479007633554
32.150694444444454,157.5071564885496,32.150694444444454,29.216364503816806
32.86859217171718,144.44136016655102,32.863194444444446,14.667223282442762
33.71423611111112,133.07729007633588,33.57569444444445,-0.1538645038168056
34.17604166666668,121.11164122137404,34.28819444444446,-14.838979007633611
34.76319444444445,108.52958015267177,35.00069444444445,-29.728053435114475
35.35694444444445,95.14980916030532,35.713194444444454,-44.48115458015258
35.944097222222226,82.67652671755724,36.425694444444446,-58.89432251908403
36.43229166666667,69.44179389312978,37.13819444444445,-73.30749045801531
37.012847222222234,57.566793893129784,37.85069444444446,-86.97280534351148
37.501041666666666,44.332061068702274,38.56319444444445,-101.04604007633588
38.02881944444445,31.799856870229007,39.29944444444445,-114.0314885496183
38.5170138888889,18.76908396946567,40.00798611111112,-127.56083015267177
39.14075126262627,5.6744448299792225,40.720486111111114,-137.55486641221376
39.75069444444445,-7.564408396946533,41.30104166666668,-149.02194656488552
40.39194444444445,-20.12833969465646,42.145486111111126,-162.07538167938935
40.984375000000014,-33.35400763358774,42.97178819444446,-173.0778864503817
41.53194444444445,-48.193225190839655,43.54221230158731,-183.0282170119956
42.12569444444445,-62.95992366412213,44.34895833333333,-191.44561068702296
42.660069444444446,-74.97316316793894,45.331944444444446,-202.85603530534354
43.19444444444446,-87.59828244274809,46.28194444444445,-212.4421517175573
43.78159722222223,-100.34351145038164,47.23194444444445,-220.09064885496184
44.26979166666668,-113.66889312977094,48.181944444444454,-226.92330629770993
44.85694444444445,-126.10591603053433,49.13194444444444,-232.02230438931292
45.47444444444446,-137.69083969465646,50.081944444444446,-235.59160305343505
46.222569444444446,-149.3845419847329,51.03194444444445,-237.12130248091603
46.80444444444444,-161.10543893129773,51.98194444444445,-237.2232824427481
47.464046717171726,-172.92028105482302,52.931944444444454,-236.30546278625957
48.19042658730159,-183.0282170119956,53.88194444444444,-233.34804389312978
48.99340277777779,-194.79961832061065,54.831944444444446,-228.75894561068696
49.6861111111111,-204.04580152671758,55.78194444444445,-222.3342080152671
50.556944444444454,-211.62631202290072,56.73194444444445,-214.68571087786256
51.50694444444444,-219.37678912213744,57.681944444444454,-205.30355438931292
52.456944444444446,-224.27182729007632,58.651736111111106,-195.07156488549617
53.40694444444445,-225.39360687022895,59.535763888888894,-183.4685114503817
55.54444444444445,-234.16388358778624,60.50819444444444,-171.05868320610682
