MagnetLoss,MagnetLoss
X,Y
2.4220326052039827,32.3990916328894
3.0468719884355924,33.01855819339896
3.8447438162544163,33.47898089171974
4.584938162544171,33.24753184713376
5.3251325088339225,32.893550955414014
6.065326855123674,32.41703821656051
6.805521201413429,31.845222929936305
7.459199325409573,31.064855964099593
8.133171378091872,30.529140127388537
8.58991828621908,29.96129578025478
9.162058303886925,29.61922770700637
9.484319787985866,28.999004777070063
10.070306978798586,28.543670382165608
10.823719081272086,28.189689490445858
11.610909893992934,28.36894904458599
12.26004858657244,28.98047372611465
12.832818021201414,29.835019904458598
13.19234098939929,30.640326433121018
13.604734982332156,31.478988853503186
14.120948442017346,32.308121019108285
14.709739399293285,33.09436703821656
15.476369257950532,33.451751592356686
16.216563604240285,33.39048566878981
16.956757950530033,33.05011942675159
17.696952296819788,32.61445063694268
18.437146643109543,32.12432324840764
19.17734098939929,31.545700636942676
19.524779151943463,31.00111464968153
20.105521201413424,30.534434713375795
20.752897526501762,29.820724522292995
21.397924028268548,29.18299164012739
22.021802120141338,28.543670382165608
22.666828621908124,28.12161624203822
23.40702296819788,28.332643312101908
24.147217314487634,28.834343152866243
24.69515338901381,29.54867906774754
25.18541198201092,30.480044875506657
25.53508171378092,31.355095541401276
25.839090106007063,32.02902070063694
26.29378091872792,32.646445063694266
27.00225265017668,33.274761146496814
27.742446996466427,33.499402866242036
28.48264134275618,33.33602707006369
29.222835689045937,32.92078025477707
29.96303003533569,32.42384554140128
30.70322438162544,31.879259554140127
31.376128332797947,31.220805587724378
31.972128975265015,30.73562898089172
32.3157906360424,30.181682921974524
32.89208480565371,29.692066082802548
33.6035777385159,29.08825636942675
34.26320671378092,28.4218949044586
34.73904593639576,28.035390127388535
35.4851148409894,28.252468152866243
36.096068904593636,28.848638535031846
36.61303003533569,29.58140923566879
37.05949646643109,30.423248407643314
37.56470848056537,31.323328025477707
38.011174911660774,32.20752388535032
38.57043286219081,32.89423168789809
39.268330388692576,33.43132961783439
40.00852473498233,33.43813694267516
40.748719081272085,33.17265127388535
41.48891342756184,32.77782643312102
42.22910777385159,32.2672770700637
42.82390680212014,31.67674164012739
43.418705830388696,31.17044685509554
43.96327738515901,30.57837977707006
44.61417844522968,30.09498407643312
45.0444898409894,29.526477906050957
45.593627529714105,28.92488057324841
46.14156360424028,28.407523885350322
46.88175795053004,28.155652866242036
47.68539752650177,28.400716560509554
48.30446916158047,28.994191517081646
48.80861307420494,29.81437101910828
49.11409010600706,30.677388535031845
49.61930212014134,31.52452229299363
50.065768551236744,32.308121019108285
50.57098056537103,32.927587579617835
51.322924028268545,33.4109076433121
52.0631183745583,33.417714968152865
52.803312720848055,33.15222929936306
53.54350706713781,32.70975318471338
54.283701413427565,32.21962579617835
55.02389575971732,31.688654458598727
55.67156581272084,30.97984175955414
56.134187279151945,30.3961136544586
56.74598056537103,29.939171974522296
57.42071554770318,29.284912420382163
57.89068021201413,28.628383757961785
58.513383392226146,28.196496815286626
59.2535777385159,28.237340764331208
59.993772084805656,28.628383757961785
60.52248233215548,29.329916401273884
61.0511925795053,30.144753184713377
61.381636484098934,31.015580214968153
61.685644876325085,31.770342356687898
62.140335689045926,32.47966560509554
62.73131625441697,33.134076433121024
63.48325971731448,33.52663216560509
64.22345406360424,33.43132961783439
64.96364840989399,33.01608280254777
65.70384275618375,32.55999203821656
66.4440371024735,32.07667197452229
67.18423144876326,31.450398089171976
67.72469081272085,30.899761146496814
68.33681978798586,30.263881369426752
68.9583480565371,29.660828025477706
69.65154593639576,28.967237261146497
70.24017667844522,28.36736066878981
70.99094522968198,28.101194267515922
71.69941696113075,28.41501194267516
72.28628533568904,29.085703622611465
72.78856007067138,29.871949641719745
