Torque,Torque
X,Y
2.422339108910892,31.146673936750272
3.163056930693072,31.15444383860414
3.9037747524752486,31.053435114503813
4.644492574257429,30.82033805888768
5.385210396039605,30.595010905125406
6.1259282178217855,30.455152671755723
6.866646039603962,30.56393129770992
7.607363861386139,30.936886586695742
8.348081683168319,31.30984187568157
9.088799504950495,31.55070883315158
9.829517326732676,31.527399127589966
10.570235148514852,31.403080697928026
11.310952970297032,31.15444383860414
12.051670792079209,30.913576881134134
12.79238861386139,30.835877862595417
13.533106435643566,30.921346782988003
14.273824257425746,31.123364231188656
15.014542079207922,31.162213740458014
15.755259900990103,31.092284623773175
16.49597772277228,30.882497273718645
17.236695544554458,30.649400218102507
17.977413366336634,30.455152671755723
18.71813118811881,30.525081788440566
19.458849009900995,30.828107960741548
20.19956683168317,31.232142857142854
20.940284653465348,31.48854961832061
21.681002475247524,31.566248636859324
22.421720297029708,31.44193020719738
23.162438118811885,31.216603053435115
23.90315594059406,30.975736095965104
24.643873762376238,30.804798255179932
25.384591584158414,30.913576881134134
26.125309405940598,31.06897491821156
26.866027227722775,31.162213740458014
27.60674504950495,31.115594329334787
28.347462871287128,30.921346782988003
29.08818069306931,30.703789531079604
29.82889851485149,30.49400218102508
30.569616336633665,30.49400218102508
31.31033415841584,30.734869138495092
32.051051980198025,31.13113413304253
32.7917698019802,31.44970010905125
33.53248762376238,31.535169029443836
34.273205445544555,31.465239912758996
35.01392326732674,31.278762268266085
35.754641089108915,31.01458560523446
36.49535891089109,30.84364776444929
37.23607673267327,30.866957470010902
37.97679455445545,31.06120501635769
38.71751237623763,31.162213740458014
39.458230198019805,31.1389040348964
40.19894801980198,30.983505997818973
40.93966584158416,30.72709923664122
41.68038366336634,30.509541984732824
42.42110148514852,30.455152671755723
43.161819306930695,30.672709923664122
43.90253712871287,31.06120501635769
44.643254950495056,31.410850599781895
45.38397277227723,31.581788440567067
46.12469059405941,31.480779716466735
46.865408415841586,31.30984187568157
47.60612623762377,31.06120501635769
48.346844059405946,30.859187568157033
49.08756188118812,30.84364776444929
49.8282797029703,31.02235550708833
50.56899752475248,31.146673936750272
51.30971534653465,31.146673936750272
52.050433168316836,31.037895310796074
52.79115099009902,30.797028353326063
53.53186881188119,30.54839149400218
54.27258663366337,30.455152671755723
55.01330445544554,30.595010905125406
55.754022277227726,30.983505997818973
56.49474009900991,31.340921483097055
57.23545792079208,31.54293893129771
57.97617574257426,31.511859323882224
58.71689356435645,31.37200109051254
59.457611386138616,31.123364231188656
60.1983292079208,30.882497273718645
60.93904702970297,30.804798255179932
61.67976485148515,30.983505997818973
62.42048267326734,31.13113413304253
63.161200495049506,31.15444383860414
63.90191831683169,31.06897491821156
64.64263613861388,30.835877862595417
65.38335396039605,30.61832061068702
66.12407178217823,30.455152671755723
66.8647896039604,30.56393129770992
67.60550742574259,30.874727371864775
68.34622524752477,31.286532170119955
69.08694306930694,31.49631952017448
69.82766089108912,31.535169029443836
70.5683787128713,31.41862050163577
71.30909653465348,31.1932933478735
72.04981435643566,30.921346782988003
72.68471534653467,30.835877862595417
