EMFa,EMFa,EMFb,EMFb,EMFc,EMFc,EMFb2,EMFb2,Ib,Ib
X,Y,X,Y,X,Y,X,Y,X,Y
52.866751887022154,18.388567386831284,51.193876308741174,-144.1558641975309,57.86198176063042,85.35933408155634,53.269918973666435,-151.10152075626792,48.18839406207829,-16.359580507603773
53.38148283418554,26.748328189300423,52.094655466277096,-148.27263374485597,58.51449422395368,76.48399634202107,54.102577087553456,-152.808261405672,48.90161943319839,-17.235254829428683
53.89621378134891,34.70029578189303,52.995434623813004,-150.83590534979425,59.043523252982716,68.47916666666669,54.93523520144046,-153.8167899712289,49.614844804318494,-18.17881088162762
54.425242810377945,43.92095336076818,53.89621378134891,-152.77777777777783,59.55825420014609,60.934992283950635,55.76789331532747,-154.28226469379365,50.31618308591993,-18.848900534319768
55.04006033060087,53.04343850022863,54.796992938884834,-154.25360082304525,60.072985147309474,53.05099022633749,56.60055142921449,-154.28226469379365,51.14827935222672,-19.644086518701194
55.58338744149555,61.924268404206714,55.69777209642074,-154.71965020576135,60.58771609447286,44.623263888888914,57.4332095431015,-154.28226469379365,51.98037561853353,-20.361693382655154
56.19820496171848,69.95930498399639,56.598551253956664,-154.71965020576135,61.10244704163623,36.67129629629633,58.26586765698852,-154.28226469379365,52.81247188484032,-21.040510686395393
56.77870708546384,79.29927983539096,57.49933041149257,-154.71965020576135,61.61717798879962,28.923225308642003,59.098525770875526,-154.28226469379365,53.64456815114711,-21.544774969173858
57.19907069231393,83.79406721536355,58.400109569028494,-154.71965020576135,62.13190893596299,20.291602366255177,59.93118388476255,-154.04952733251127,54.476664417453904,-21.961762741471432
58.2129346791509,96.92583239805467,59.3008887265644,-154.71965020576135,62.59149013878744,12.126028806584372,60.76384199864955,-152.96341964652686,55.308760683760696,-22.213894882860657
58.98990544598653,105.22586591220855,60.201667884100324,-154.33127572016463,63.1470727484241,4.349908550525868,61.596500112536575,-151.48941635840526,56.14085695006749,-22.4369348540896
59.72203222878898,114.9181631126076,61.10244704163623,-152.77777777777783,63.69039985931878,-3.4434727937814387,62.42915822642358,-149.54993834771886,56.97295321637428,-22.495119194410194
60.61631225820414,123.72759487882948,62.003226199172154,-151.3019547325103,64.30521737954172,-10.753543667123893,63.2618163403106,-145.0503493629264,57.80504948268107,-22.4369348540896
61.40660623768732,130.8838851477741,62.90400535670806,-148.6610082304527,64.83424640857075,-19.060442386831255,67.72248480756245,-115.36340594602001,58.63714574898786,-22.242987053020954
62.26059167275384,138.34773662551444,63.80478451424397,-144.9326131687243,65.29382761139519,-27.02211934156378,68.33706579638381,-107.39861624880115,59.469242015294654,-21.922973181257703
63.16137083028975,143.8626543209877,64.70556367177988,-139.88374485596705,65.84941022103186,-35.46279149519887,69.03094755795632,-98.7097547609261,60.301338281601446,-21.573867139334148
64.06214998782568,147.74639917695478,65.63851351351352,-133.31050668724282,66.37843925006086,-43.79989711934155,69.74465451271662,-89.93038429921904,61.13343454790824,-21.040510686395393
64.96292914536158,150.54269547325106,66.474951302654,-125.76633230452677,66.83802045288533,-51.25668724279831,70.33941030835021,-82.19186703658033,61.96553081421503,-20.41987772297574
65.86370830289749,152.56224279835396,67.25348186023862,-119.21445473251032,67.39360306252198,-59.38665980795611,70.81521494485708,-74.86064015618575,62.84220366621683,-19.624691738594322
66.7644874604334,153.33899176954736,67.92263209155101,-110.78672839506174,67.92263209155101,-68.19952417695475,71.3504951609273,-67.28503904644464,63.65944107062529,-18.81011097410604
67.66526661796934,154.5041152263375,68.56604577550524,-102.14151234567902,68.43736303871438,-75.94759516460903,71.94525095656088,-58.161734484175895,64.44020672310148,-18.057240873594132
68.56604577550524,154.6594650205762,69.14511809106403,-96.67708333333331,68.95209398587778,-82.9480452674897,72.4805311726311,-50.15169030004108,65.16315789473686,-17.153796752979858
69.46682493304115,154.6594650205762,70.14884343803263,-82.78492798353915,69.46682493304115,-90.49221965020575,72.95633580913797,-42.41317303740237,65.87638326585696,-16.176299835593916
70.36760409057706,154.6594650205762,70.8437302167032,-74.13971193415637,70.02445012580148,-97.62860082304525,28.521269412559082,140.81381011097415,66.5798828364618,-15.267918861861524
71.26838324811297,154.73713991769552,71.41136406676947,-64.82390260631001,70.69850255661066,-103.53189300411526,29.277515192437537,135.881627620222,67.19585020242916,-14.269577453532442
72.1691624056489,153.64969135802474,72.02618158699241,-56.30555555555554,71.25408516624734,-110.73839734796525,29.87170830519919,129.46979038224418,67.79020467836258,-13.35920802507193
72.81257608960311,153.3907750342936,72.52303993182372,-48.08172582304525,71.81988069150233,-117.74639917695475,64.60499662390276,-141.3070283600493,68.37135127705305,-12.399058661003785
,,73.0056001947894,-41.625,72.46942212482753,-123.99922839506172,65.41525995948682,-135.38840937114668,68.89570400359875,-11.417790536374845
,,,,72.94125882639398,-126.98971193415639,66.17150573936529,-128.97657213316887,69.57326810616286,-10.311318331278251
,,,,,,63.95678595543551,-144.7595561035758,70.15441470485331,-9.344380794172714
,,,,,,66.87373396353814,-122.07151664611587,70.65631404008597,-8.341239667534367
,,,,,,27.819041188386226,146.23921085080153,71.22425276153348,-7.398437856784035
,,,,,,30.62795408507765,122.07151664611595,71.72615209676614,-6.365127072201666
,,,,,,,,72.2627221097616,-5.4628657393135995
,,,,,,,,72.78278227620333,-4.410698918516232
