EMFa,EMFa,EMFb,EMFb,EMFc,EMFc
X,Y,X,Y,X,Y
2.551801801801801,149.06687242798358,2.3330411492573653,-15.634979423868344,2.551801801801801,-141.28189300411526
3.4525809593377126,146.19290123456796,3.043135887730479,-7.469229330340454,3.4525809593377126,-145.94238683127577
4.353360116873628,141.37705761316877,3.695648351053755,1.0875628715135122,4.353360116873628,-148.97170781893004
5.2541392744095425,135.6291152263375,4.27615047479912,9.321965020576158,5.2541392744095425,-151.6126543209877
6.097726104482856,127.23159579332423,4.852005721938152,18.04873971193419,6.1549184319454575,-153.3215020576132
6.653564037009982,120.67669753086423,5.2541392744095425,26.340534979423893,7.0556975894813725,-154.40895061728395
7.345233747260771,115.03555812757205,5.783168303438572,34.73805441243715,7.956476747017284,-154.71965020576135
7.942178665151637,107.83876314586198,6.397985823661497,43.618884316415205,8.857255904553199,-154.71965020576135
8.485505776046317,100.83076131687247,6.941312934556176,52.68095564700508,9.758035062089114,-154.71965020576135
8.985938641344045,95.61100823045271,7.556130454779101,61.25971650663013,10.658814219625029,-154.71965020576135
10.05400535670806,81.36543209876547,8.09945756567378,70.01971879286697,11.559593377160944,-154.64197530864203
10.748892135378618,73.53580246913583,8.714275085896706,78.77972107910384,12.460372534696859,-153.86522633744858
11.302227903579254,63.85751028806587,9.281908935962988,86.63955761316876,13.361151692232774,-152.54475308641975
11.816958850742633,56.24537037037041,10.015400535670803,94.4873113854596,14.261930849768689,-150.44753086419752
12.331689797906016,47.817644032921834,10.787496956415875,104.36496913580251,15.162710007304604,-147.65123456790127
12.860718826935042,39.99405578417927,11.572461650840026,113.55390946502061,16.06348916484051,-143.68981481481478
13.473749086924762,31.913708847736643,12.344558071585098,120.94855967078195,17.012524348672997,-137.8641975308642
13.875882639396153,23.466563786008265,13.11665449233017,128.83256172839512,17.890784027270513,-131.3938786008231
14.326272218164107,16.100394375857377,13.859797297297298,135.6291152263375,18.71903291497886,-124.27109053497941
14.776661796932068,8.533564814814838,14.776661796932068,142.1538065843622,19.499318237156075,-115.68024691358028
15.291392744095447,1.7370113168724401,15.677440954467983,146.89197530864203,20.09125882639396,-107.57875514403293
