Torque,Torque
X,Y
2.561024409763906,24.05020344046148
3.1954781912765107,24.125057941903584
3.8299319727891152,24.145472805933252
4.46438575430172,24.084228213844256
5.098839535814324,23.995763803049034
5.7332933173269325,23.873274618871037
6.367747098839537,23.825639936135147
7.002200880352142,23.9549340749897
7.636654661864746,24.227132262051917
8.27110844337735,24.5197453131438
8.905562224889955,24.771528636176352
9.54001600640256,24.87360295632468
10.174469787915164,24.778333590852906
10.808923569427773,24.621819633292134
11.443377350940377,24.363231355583025
12.077831132452982,24.097838123197363
12.712284913965586,23.92771425628348
13.34673869547819,23.818834981458593
13.981192476990795,23.934519210960033
14.6156462585034,24.04339848578492
15.250100040016008,24.11825298722703
15.884553821528613,24.145472805933252
16.519007603041217,24.0774232591677
17.15346138455382,23.995763803049034
17.787915166066426,23.846054800164815
18.42236894757903,23.846054800164815
19.056822729091635,23.982153893695923
19.69127651060424,24.227132262051917
20.325730292116845,24.54016017717347
20.96018407362945,24.79874845488257
21.594637855142054,24.887212865677792
22.22909163665466,24.778333590852906
22.86354541816727,24.60820972393902
23.497999199679874,24.32920658220025
24.13245298119248,24.084228213844256
24.766906762705084,23.886884528224147
25.401360544217688,23.83924984548826
26.035814325730293,23.94132416563659
26.670268107242897,24.04339848578492
27.304721888755502,24.1386678512567
27.939175670268106,24.15227776060981
28.57362945178071,24.063813349814588
29.208083233293316,23.97534893901937
29.84253701480592,23.873274618871037
30.476990796318525,23.846054800164815
31.11144457783113,24.009373712402144
31.745898359343734,24.261157035434692
32.380352140856345,24.574184950556244
33.01480592236895,24.805553409559128
33.649259703881555,24.87360295632468
34.28371348539416,24.75791872682324
34.918167266906764,24.574184950556244
35.55262104841937,24.30198676349403
36.18707482993197,24.04339848578492
36.82152861144458,23.886884528224147
37.45598239295718,23.846054800164815
38.09043617446979,23.961739029666255
38.72488995598239,24.05020344046148
39.359343737494996,24.1386678512567
39.9937975190076,24.1386678512567
40.628251300520205,24.057008395138034
41.26270508203281,23.968543984342812
41.89715886354542,23.859664709517926
42.531612645058026,23.8324448908117
43.16606642657063,24.029788576431812
43.800520208083235,24.30198676349403
44.43497398959584,24.615014678615577
45.069427771108444,24.81916331891224
45.70388155262105,24.853188092295017
46.33833533413365,24.764723681499795
46.97278911564626,24.546965131850023
47.60724289715886,24.274766944787807
48.24169667867147,24.05020344046148
48.87615046018407,23.886884528224147
49.510604241696676,23.818834981458593
50.14505802320929,23.968543984342812
50.77951180472189,24.057008395138034
51.4139655862345,24.145472805933252
52.0484193677471,24.145472805933252
52.682873149259706,24.05020344046148
53.31732693077231,23.9549340749897
53.951780712284915,23.825639936135147
54.58623449379752,23.866469664194483
55.220688275310124,24.016178667078698
55.85514205682273,24.322401627523693
56.48959583833533,24.63542954264524
57.12404961984794,24.832773228265353
57.75850340136054,24.866798001648128
58.39295718287315,24.723893953440463
59.02741096438575,24.506135403790687
59.661864745898356,24.247547126081585
60.29631852741096,24.029788576431812
60.930772308923565,23.85285975484137
61.56522609043617,23.859664709517926
62.199679871948774,23.97534893901937
62.83413365346138,24.070618304491145
63.46858743497398,24.159082715286363
64.10304121648659,24.1386678512567
64.73749499799919,24.036593531108366
65.37194877951181,23.94132416563659
66.00640256102442,23.8324448908117
66.64085634253702,23.886884528224147
67.27531012404962,24.0774232591677
67.90976390556223,24.363231355583025
68.54421768707483,24.66945431602802
69.17867146858744,24.812358364235685
69.81312525010004,24.859993046971574
70.44757903161265,24.73069890811702
71.08203281312525,24.499330449114133
71.71648659463786,24.220327307375364
72.35094037615046,24.016178667078698
72.77390956382553,23.961739029666255
